"species","decimalLatitude","decimalLongitude","family","a_habit","habitat_iucn","habitat_name"
"Erythroxylum fischeri",-7.98166,36.5144,"Erythroxylaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythroxylum emarginatum",-4.36666,37.8833,"Erythroxylaceae","tree",106,"Forest – Subtropical/tropical moist lowland"
"Erythroxylum emarginatum",-5.44527,30.5897,"Erythroxylaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythroxylum emarginatum",-8.35,38.9333,"Erythroxylaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythroxylum emarginatum",-6.01055,39.3094,"Erythroxylaceae","tree",1403,"Artificial – Plantations"
"Erythroxylum platyclados",-6.96666,38.9,"Erythroxylaceae","shrub",201,"Savanna – Dry"
"Erythroxylum fischeri",-8.555,36.4822,"Erythroxylaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythroxylum fischeri",-4.85861,38.6372,"Erythroxylaceae","tree",202,"Savanna – Moist"
"Erythroxylum emarginatum",-5.42583,30.5894,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Erythroxylum emarginatum",-9.10583,39.258,"Erythroxylaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythroxylum emarginatum",-8.18333,39.2167,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Erythroxylum emarginatum",-6.96666,38.9,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Erythroxylum emarginatum",-6.96666,38.9,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Erythroxylum fischeri",-8.45,38.55,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Erythroxylum emarginatum",-9.16667,38.1167,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Erythroxylum emarginatum",-10.1167,39.2167,"Erythroxylaceae","tree",1401,"Artificial – Arable Land"
"Erythroxylum emarginatum",-5.1,39.0167,"Erythroxylaceae","tree",1405,"Artificial – Urban Areas"
"Nectaropetalum kaessneri",-9.41666,39.3833,"Erythroxylaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Nectaropetalum kaessneri",-6.78333,39.2833,"Erythroxylaceae","shrub",1405,"Artificial – Urban Areas"
"Nectaropetalum kaessneri",-7.76666,38.1333,"Erythroxylaceae","shrub",1401,"Artificial – Arable Land"
"Nectaropetalum zuluense",-5.08333,39.0333,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Nectaropetalum kaessneri",-5.85,38.55,"Erythroxylaceae","shrub",201,"Savanna – Dry"
"Nectaropetalum kaessneri",-5.45,38.2667,"Erythroxylaceae","shrub",201,"Savanna – Dry"
"Nectaropetalum kaessneri",-6.78333,39.2833,"Erythroxylaceae","shrub",1405,"Artificial – Urban Areas"
"Nectaropetalum kaessneri",-5.18333,39.0333,"Erythroxylaceae","shrub",201,"Savanna – Dry"
"Nectaropetalum zuluense",-5.06666,39.0167,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Nectaropetalum kaessneri",-10.05,39.75,"Erythroxylaceae","shrub",201,"Savanna – Dry"
"Nectaropetalum acuminatum",-5.05,38.7167,"Erythroxylaceae","tree",201,"Savanna – Dry"
"Nectaropetalum acuminatum",-4.91667,38.7,"Erythroxylaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Nectaropetalum kaessneri",-5.2,38.2833,"Erythroxylaceae","shrub",201,"Savanna – Dry"
"Acalypha volkensii",-3.16666,37.4833,"Euphorbiaceae","shrub",1402,"Artificial – Pastureland"
"Acalypha paniculata",-6.2,39.2167,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Acalypha ornata",-3.40717,36.2085,"Euphorbiaceae","shrub",405,"Grassland – Subtropical/tropical dry"
"Acalypha chirindica",-9.28333,33.6167,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Acalypha chirindica",-9.28333,33.6167,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Acalypha ornata",-6,37.7167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha volkensii",-3.26583,36.6664,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha paniculata",-4.22306,35.765,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha volkensii",-4.22306,35.765,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha volkensii",-7.54444,36.1531,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha fruticosa var. eglandulosa",-2.25,34.8167,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha ornata",-2.26667,34.85,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha psilostachya",-9.56667,34.1167,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Acalypha fruticosa var. fruticosa",-2.26667,34.85,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha ornata",-9.28333,33.6167,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Acalypha psilostachya var. glandulosa",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha brachiata",-2.78333,30.55,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha brachiata",-2.55,31.3833,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha chirindica",-1.08333,31.8333,"Euphorbiaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Acalypha engleri",-1.08333,31.8333,"Euphorbiaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Acalypha psilostachya",-4.66667,38.3333,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Acalypha neptunica var. genuina",-5.8,39.3,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Acalypha indica",-2.26667,34.85,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha brachiata",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha pubiflora",-5.8,39.3,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Acalypha psilostachya var. glandulosa",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha ciliata",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha supera",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha neptunica",-5.53333,38.6333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-8.85,33.2833,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Acalypha psilostachya",-8.61778,35.6394,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Acalypha ornata",-7.88416,36.8686,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-5.44388,30.5928,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-5.44444,30.5905,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha acrogyna",-1.12138,31.4811,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha volkensii",-4.35,38,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha chirindica",-7.63333,36.2333,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha ornata",-8.83,33.33,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-5.42861,30.5869,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha lanceolata",-1.03972,31.5108,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha ornata",-7.75,36.45,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha psilostachya var. glandulosa",-9.93333,34.5333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha psilostachya var. glandulosa",-9.98333,34.6,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha acrogyna",-1.03472,31.5056,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha psilostachya var. psilostachya",-9.75,34.35,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha neptunica var. pubescens",-1.12138,31.4811,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha neptunica var. neptunica",-5.0525,38.7319,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Acalypha psilostachya var. glandulosa",-8.83333,33.35,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha psilostachya var. glandulosa",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha brachiata",-8.83,33.33,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha polymorpha",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-7.75,36.45,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha neptunica",-1.00611,31.5156,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha volkensii",-3.25611,36.5417,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha gillmanii",-8.3,38.6667,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha psilostachya var. psilostachya",-7.7,36.8667,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha psilostachya var. glandulosa",-8.85,33.2833,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Acalypha psilostachya",-8.58333,35.5,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha brachiata",-5.15,38.5667,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Acalypha psilostachya var. psilostachya",-8.83,33.33,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha chirindica",-5.44972,30.5764,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha neptunica var. neptunica",-1.01666,31.6167,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha brachiata",-4.86666,29.6333,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Acalypha fruticosa var. fruticosa",-5.87333,38.2519,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha psilostachya",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-7.2,37.2167,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha ornata",-7.63333,36.2333,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha engleri",-5.05305,38.4433,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-8.7875,36.7183,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha psilostachya var. psilostachya",-9.33333,33.9833,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha ornata",-10,34.5667,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-9.89111,39.4333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-8.83333,33.3333,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha fimbriata",-10.0667,34.5333,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Acalypha paniculata",-4.90028,38.7411,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha psilostachya",-3.25611,36.5569,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha psilostachya var. glandulosa",-9.9,34.5333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha volkensii",-6.46167,36.9511,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha volkensii",-4.31833,37.9894,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha polymorpha",-9.41666,34.05,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha volkensii",-4.31777,37.9869,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha neptunica",-2.90027,36.2411,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha ornata",-8.83333,33.3333,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha lanceolata",-1.01833,31.6183,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha brachiata",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ciliata",-4.35,37.8833,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Acalypha neptunica",-8.78916,36.7261,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-7.63333,36.2333,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha psilostachya var. psilostachya",-8.48333,35.8167,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha engleri",-6.92777,38.8367,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha neptunica var. neptunica",-1.02222,31.4992,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha psilostachya var. psilostachya",-9.98333,34.5833,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha paniculata",-2.90028,36.2411,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha psilostachya var. psilostachya",-10,34.5667,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha paniculata",-5.06444,38.7333,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Acalypha brachiata",-8.83,33.33,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha psilostachya var. glandulosa",-8.51666,35.1667,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Acalypha ciliata",-7.65,34.92,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Acalypha neptunica",-8.78916,36.7261,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha engleri",-7.01666,37.8,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha volkensii",-8.57444,35.62,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha gillmanii",-8.16666,38.6167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha polymorpha",-8.51666,35.1667,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Acalypha neptunica",-4.95,38.7278,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-8.83333,33.3333,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha engleri",-5.02,38.83,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha brachiata",-4.66778,29.6247,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-7.2,37.2167,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Acalypha brachiata",-4.64583,29.6306,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Acalypha polymorpha",-8.5,35.25,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha psilostachya",-7.42194,36.7333,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Acalypha neptunica",-4.98778,38.6939,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha paniculata",-5.06139,38.7389,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Acalypha psilostachya var. psilostachya",-9.06666,34.0167,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha polymorpha",-8.4875,31.503,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-9.36666,33.65,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Acalypha engleri",-4.99472,38.6647,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha ornata",-7.69055,31.5297,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Acalypha supera",-8.83,33.33,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha neptunica var. neptunica",-4.98972,38.7675,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha petiolaris",-6.82138,37.6064,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha brachiata",-1.03333,31.5333,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Acalypha neptunica",-5.06694,38.7436,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Acalypha brachiata",-7.25,37.1667,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha psilostachya",-6.94028,36.5872,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha psilostachya var. psilostachya",-8.51666,35.1667,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Acalypha psilostachya var. psilostachya",-8.78333,33.25,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha psilostachya var. psilostachya",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha supera",-8.83,33.33,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-7.28333,37.2,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-8.83333,33.3333,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha ornata",-10.1814,39.1953,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha ornata",-8.83333,33.3333,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha brachiata",-8.83333,33.2667,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha polymorpha",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha brachiata",-8.83,33.33,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha indica",-2.57916,33.4575,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha neptunica",-6.20416,39.3436,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Acalypha psilostachya var. psilostachya",-9,33.7,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha paniculata",-3.39222,36.0867,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Acalypha neptunica var. pubescens",-8.53139,35.8919,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha polymorpha",-8.86666,33.2833,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Acalypha psilostachya var. psilostachya",-8.41666,35.75,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Acalypha engleri",-4.98972,38.7675,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Acalypha engleri",-6.15,37.58,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Acalypha ornata",-8.3525,39.1542,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
