"species","decimalLatitude","decimalLongitude","family","a_habit","habitat_iucn","habitat_name"
"Dalechampia scandens var. hildebrandtii",-6.7,39.2167,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Dalechampia scandens var. hildebrandtii",-6.67666,39.2267,"Euphorbiaceae","herb",500,NA
"Dalechampia scandens var. hildebrandtii",-6.7,39.2167,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Dalechampia trifoliata",-8.46667,38.45,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Dalechampia capensis",-7.46667,30.7,"Euphorbiaceae","vine",201,"Savanna – Dry"
"Erythrococca usambarica",-5.63,37.5,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca atrovirens",-1.51667,31.7333,"Euphorbiaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Erythrococca atrovirens",-1.31667,31.8,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Erythrococca atrovirens",-1.06667,31.8333,"Euphorbiaceae","shrub",1402,"Artificial – Pastureland"
"Erythrococca ulugurensis",-1.08333,31.8333,"Euphorbiaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Erythrococca usambarica",-10.05,39.4667,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca trichogyne var. trichogyne",-9.28333,33.6167,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca atrovirens",-1.06667,31.8333,"Euphorbiaceae","shrub",1402,"Artificial – Pastureland"
"Erythrococca bongensis",-4.92222,38.7308,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.06139,38.7389,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca ulugurensis",-8.66666,35.25,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-8.51833,35.8986,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.08333,38.75,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-6.81556,36.7467,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca ulugurensis",-7.42528,36.7283,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-8.28222,39.1278,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca polyandra",-5.06667,38.6333,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.07777,38.4108,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca kirkii",-4.91722,38.778,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca atrovirens",-4.66666,29.6167,"Euphorbiaceae","shrub",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Erythrococca atrovirens",-4.68333,29.6167,"Euphorbiaceae","shrub",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Erythrococca ulugurensis",-7.7,36.8667,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-6.46556,36.9561,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca bongensis",-3.39222,36.0867,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca fischeri",-3.28305,36.5147,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-7.83,36.87,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca fischeri",-4.93777,38.7275,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-6,37.7167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-4.90027,38.7411,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca kirkii",-4.84333,38.8172,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca sanjensis",-7.70305,36.8822,"Euphorbiaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-4.99916,38.6692,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-8.5725,35.3144,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca usambarica",-8.52889,35.8961,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.05278,38.7322,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca ulugurensis",-6.47694,36.9642,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca fischeri",-4.91444,38.7261,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca sanjensis",-7.78333,36.4833,"Euphorbiaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca kirkii",-5.04694,38.7261,"Euphorbiaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Erythrococca polyandra",-5.05,38.6333,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-9.98333,34.5833,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-8.58333,35.5,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-8.60416,35.6164,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca kirkii",-4.77083,38.3861,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-8.53278,35.3333,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca usambarica",-7.70305,36.8822,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca bongensis",-4.35,37.8833,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca ulugurensis",-8.53278,35.3333,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca sanjensis",-8.38333,35.95,"Euphorbiaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.05278,38.7322,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca usambarica",-7.66666,36.8833,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca ulugurensis",-6,37.7167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca fischeri",-3.28361,36.4925,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-8.58333,35.5,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-6,37.7167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-7.61666,36.6167,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca kirkii",-6.28333,38.5667,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca kirkii",-10.195,39.23,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca bongensis",-3.40138,36.0869,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-4.86388,38.7831,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-10,34.5833,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca fischeri",-2.68694,36.7228,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-6.86667,37.7333,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-8.60972,35.6239,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca bongensis",-2.9,36.2,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca fischeri",-2.56527,36.2514,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca kirkii",-5.00667,38.7297,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca ulugurensis",-7.7,36.8667,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca fischeri",-2.7,36.7167,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-4.90027,38.7411,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca usambarica",-7.01666,37.8,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-8.66666,35.25,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca bongensis",-4.29277,37.9044,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca kirkii",-5.00778,38.7297,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca ulugurensis",-6.83639,36.7267,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca menyharthii",-7.78333,35.2167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca kirkii",-6.28333,38.5667,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca usambarica",-4.98028,38.7556,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.01666,38.7667,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca trichogyne",-9.86666,34.6,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca fischeri",-2.68972,36.6931,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca menyharthii",-5.00778,38.7297,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-8.35,35.9667,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca bongensis",-3.28361,35.4175,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca atrovirens var. atrovirens",-4.68333,29.6333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca kirkii",-2.57694,33.4558,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca fischeri",-3.39167,36.6775,"Euphorbiaceae","shrub",1405,"Artificial – Urban Areas"
"Erythrococca trichogyne",-8.06666,31.5,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca kirkii",-6.28333,38.5667,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca ulugurensis",-8.6,35.6333,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-9.91472,39.5267,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca trichogyne",-9.86666,34.6,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca bongensis",-1.14833,31.4547,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca fischeri",-3.42416,36.1044,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca fischeri",-2.68694,36.7228,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-8.07527,31.5,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca usambarica",-5.06666,38.65,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-8.35,38.9333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca sanjensis",-7.8,36.85,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.06667,38.6333,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-8.35,38.9333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca trichogyne",-8.35,38.9333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca trichogyne",-5.53333,38.6333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca trichogyne",-5.53333,38.6333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca sanjensis",-7.86666,36.3667,"Euphorbiaceae","tree",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca bongensis",-1.02611,31.4803,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca ulugurensis",-6.13333,38.6333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca ulugurensis",-7.84166,36.8875,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Erythrococca kirkii",-5.11222,38.4711,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca usambarica",-6.12,37.57,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Erythrococca berberidea",-6.23333,39.35,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca trichogyne",-8.35,38.9333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-6.41666,36.9833,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-10.05,39.4667,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca fischeri",-8.54888,35.5189,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca usambarica",-8.65,35.2333,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-6.8,37.8,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Erythrococca sanjensis",-7.83333,36.55,"Euphorbiaceae","tree",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca fischeri",-2.92305,36.2211,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-4.85861,38.7836,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca kirkii",-6.13333,38.6333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-7.83444,36.8828,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca ulugurensis",-6.83333,36.5667,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca atrovirens var. atrovirens",-7.75,36.45,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-8.05,35.9167,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca sanjensis",-7.78333,36.8667,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythrococca sanjensis",-7.78333,36.8667,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythrococca ulugurensis",-7.09833,36.6225,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-7.03333,37.6333,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca polyandra",-7.78333,36.8833,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca fischeri",-3.41388,36.1017,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-6.33333,37,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-7.86666,36.3667,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-6.07416,37.5575,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca trichogyne",-9.16528,33.6881,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-7.01666,37.8,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca sanjensis",-7.78333,36.8667,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-8.55,35.5167,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca usambarica",-6.86666,37.7,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca kirkii",-6.28333,38.5667,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca usambarica",-6.15,38.6,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca bongensis",-3.21778,36.6375,"Euphorbiaceae","shrub",1402,"Artificial – Pastureland"
"Erythrococca polyandra",-7.89417,31.68,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-6.81666,37.8167,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca bongensis",-3.26666,36.5667,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca ulugurensis",-8.595,35.6336,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca usambarica",-7.01666,37.8,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca atrovirens var. atrovirens",-8.63333,35.6667,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca ulugurensis",-8.60555,35.6339,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca trichogyne",-8.98333,33.6,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-6.36666,36.9333,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca fischeri",-2.6925,36.6933,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.63,37.5,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca usambarica",-6.41666,36.9833,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-4.81,38.7933,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca sanjensis",-7.78333,36.8667,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythrococca bongensis",-1.02611,31.4803,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca trichogyne",-9.17833,33.6494,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca ulugurensis",-6.02805,37.5397,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca atrovirens var. atrovirens",-8.41666,35.75,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca kirkii",-6.81666,39.2667,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca berberidea",-6.9,39.0833,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca bongensis",-4.27167,37.8947,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Erythrococca berberidea",-6.96667,39.05,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Erythrococca kirkii",-6.14777,37.5967,"Euphorbiaceae","shrub",1405,"Artificial – Urban Areas"
"Erythrococca kirkii",-4.84333,38.8172,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-6.41666,36.9833,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca berberidea",-6.9,39.0833,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca bongensis",-5.27305,34.5339,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca kirkii",-5.1,38.7,"Euphorbiaceae","shrub",305,"Shrubland – Subtropical/tropical dry"
"Erythrococca usambarica",-5.1,38.6333,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Erythrococca sanjensis",-7.7,36.9167,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythrococca sanjensis",-7.78333,36.8667,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Erythrococca kirkii",-6.15,38.6,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.11666,39.0167,"Euphorbiaceae","shrub",1405,"Artificial – Urban Areas"
"Erythrococca trichogyne",-8.35,38.9333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca kirkii",-4.83333,38.8167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca berberidea",-6.9,39.0833,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-6,37.72,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.93,37.73,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-7.92,37.05,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-5.63,37.5,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca usambarica",-5.08,38.75,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.47,29.75,"Euphorbiaceae","shrub",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Erythrococca usambarica",-6.12,37.65,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca usambarica",-5.09,38.64,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.57,38.63,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca usambarica",-6.12,37.65,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca usambarica",-6.92,37.7,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-4.75,38.5,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Erythrococca usambarica",-6.12,37.57,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Erythrococca usambarica",-5.12,38.65,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.1,38.63,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-7.03,37.78,"Euphorbiaceae","shrub",106,"Forest – Subtropical/tropical moist lowland"
"Erythrococca usambarica",-5.1,38.63,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.1,38.63,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.17,38.6,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.18,38.63,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.12,38.65,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca usambarica",-5.17,38.6,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Erythrococca atrovirens",-5.68333,29.9167,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Erythrococca bongensis",-8.35,38.9333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Euphorbia neospinescens",-8.83333,33.6667,"Euphorbiaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia systyloides var. systyloides",-8.61667,38.35,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia engleri",-3.23333,36.8,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia systyloides var. systyloides",-6.5855,39.0523,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Euphorbia pereskiifolia",-6.73333,39.2167,"Euphorbiaceae","shrub",1405,"Artificial – Urban Areas"
"Euphorbia nyikae var. neovolkensii",-6.67666,39.2267,"Euphorbiaceae","tree",500,NA
"Euphorbia schinzii",-8.83333,33.6667,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia depauperata var. depauperata",-8.25,31.9333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia zambesiana",-9.08803,33.9569,"Euphorbiaceae","herb",407,"Grassland – Subtropical/tropical high altitude"
"Euphorbia pereskiifolia",-6.68333,39.2167,"Euphorbiaceae","shrub",107,"Forest – Subtropical/tropical mangrove vegetation above high tide level"
"Euphorbia systyloides var. systyloides",-7.54444,36.1531,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia hirta",-3.38833,36.7917,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia hyssopifolia",-3.38833,36.7917,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia pseudolaevis",-9.33333,34.0667,"Euphorbiaceae","herb",1404,"Artificial – Rural Gardens"
"Euphorbia hirta",-4.31889,35.7639,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia nyikae",-5.35,38.2333,"Euphorbiaceae","tree",1405,"Artificial – Urban Areas"
"Euphorbia systyloides",-4.95528,35.2031,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia systyloides",-4.86417,35.3378,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia lupatensis",-10.95,38.85,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia hirta",-5.8,39.3,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Euphorbia biselegans",-7.3,36.5167,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Euphorbia schimperiana var. pubescens",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Euphorbia prostrata",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Euphorbia depauperata var. depauperata",-9.28333,33.6167,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Euphorbia candelabrum",-8.66667,36.7,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia hyssopifolia",-6.76667,39.2,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Euphorbia nyikae var. nyikae",-4.83333,38.3667,"Euphorbiaceae","tree",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia catenata",-10.6,36.65,"Euphorbiaceae",NA,1403,"Artificial – Plantations"
"Euphorbia heterophylla",-7.66666,36.1667,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Euphorbia zambesiana var. zambesiana",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia engleri",-7.15,36.4,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia polycnemoides",-8.9,33.2,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia usambarica subsp. elliptica",-4.75,38.33,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
