"species"
"ocimum spicatum"
"ocimum forskaolii"
"orthosiphon rubicundus"
"plectranthus annuus"
"plectranthus sallyae"
"plectranthus djalonensis"
"plectranthus shirensis"
"plectranthus defoliatus"
"plectranthus efoliatus"
"plectranthus caninus"
"plectranthus dupuisii"
"plectranthus vesicularis"
"plectranthus guerkei"
"plectranthus trullatus"
"plectranthus confertiflorus"
"plectranthus esculentus"
"plectranthus dichotomus"
"plectranthus tetragonus"
"plectranthus laxiflorus"
"plectranthus triangularis"
"plectranthus hockii"
"plectranthus lanuginosus"
"plectranthus parvus"
"plectranthus melleri"
"plectranthus ignotus"
"plectranthus kamerunensis"
"plectranthus alpinus"
"plectranthus pseudomarrubioides"
"plectranthus longipes"
"plectranthus viphyensis"
"plectranthus autranii"
"plectranthus parvicalyx"
"plectranthus stolzii"
"plectranthus lasianthus"
"plectranthus seretii"
"plectranthus scopulicola"
"plectranthus flaccidus"
"plectranthus betonicifolius"
"plectranthus sylvestris"
"plectranthus barbatus"
"plectranthus hadiensis"
"plectranthus aegyptiacus"
"plectranthus pauciflorus"
"plectranthus orbicularis"
"plectranthus schizophyllus"
"plectranthus bojeri"
"plectranthus masukensis"
"plectranthus punctatus"
"plectranthus agnewii"
"plectranthus densus"
"plectranthus puberulentus"
"plectranthus amboinicus"
"plectranthus caespitosus"
"plectranthus malawiensis"
"plectranthus lactiflorus"
"plectranthus leptophyllus"
"plectranthus adenophorus"
"plectranthus pubescens"
"plectranthus gracilis"
"plectranthus daviesii"
"plectranthus mafiensis"
"plectranthus kapatensis"
"plectranthus candelabriformis"
"plectranthus platyphyllus"
"plectranthus montanus"
"plectranthus otostegioides"
"plectranthus equisetiformis"
"plectranthus megacalyx"
"plectranthus buchananii"
"plectranthus rotundifolius"
"plectranthus rungwensis"
"plectranthus scandens"
"plectranthus coeruleus"
"plectranthus gracillimus"
"pycnostachys lancifolia"
"pycnostachys urticifolia"
"pycnostachys meyeri"
"pycnostachys schliebenii"
"pycnostachys speciosa"
"pycnostachys ruandensis"
"pycnostachys orthodonta"
"pycnostachys sphaerocephala"
