species,decimalLatitude,decimalLongitude,family,a_habit
Pseudarthria hookeri var. hookeri,-1.08222,31.4275,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-3.38388,36.7922,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-1.14833,31.4547,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-1.02555,31.4205,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-3.41583,36.1075,Fabaceae,herb
Pseudarthria hookeri,-7.78777,36.8275,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-4.96583,38.7186,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-4.86027,38.7847,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-3.37222,36.8389,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-6.94722,36.5583,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-1.04,31.5261,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-5.17472,32.8139,Fabaceae,herb
Pseudarthria confertiflora,-3.21,35.3542,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-8.78333,33.25,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-8.31583,38.9608,Fabaceae,herb
Pseudarthria confertiflora,-8.41666,35.75,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-9.14361,34.42,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-6.06666,38.55,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-6.96666,37.85,Fabaceae,herb
Pseudarthria confertiflora,-8.5,35.25,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-8.61416,36.5106,Fabaceae,herb
Pseudarthria confertiflora,-8.5,35.25,Fabaceae,herb
Pseudarthria hookeri var. hookeri,-3.22944,36.4944,Fabaceae,herb
Pseudarthria confertiflora,-8.51666,35.1667,Fabaceae,herb
Pseudarthria hookeri,-6.41667,37.0667,Fabaceae,herb
Pseudarthria hookeri,-8.83333,33.3667,Fabaceae,herb
Pseudeminia comosa,-4.34472,35.7672,Fabaceae,herb
Pseudeminia comosa,-6.13333,35.7,Fabaceae,herb
Pseudeminia comosa,-4.95583,34.1417,Fabaceae,herb
Pseudeminia comosa,-4.90611,35.1914,Fabaceae,herb
Pseudeminia comosa,-4.86416,35.3378,Fabaceae,herb
Pseudeminia comosa,-4.94111,35.1667,Fabaceae,herb
Pseudeminia comosa,-4.85527,35.2217,Fabaceae,herb
Pseudeminia comosa,-4.92361,35.1333,Fabaceae,herb
Pseudeminia comosa,-4.86722,35.1797,Fabaceae,herb
Pseudeminia comosa,-4.90972,34.9861,Fabaceae,herb
Pseudeminia comosa,-8.6,31.23,Fabaceae,herb
Pseudoeriosema borianii subsp. borianii,-8.63333,38.5833,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-10.9333,35.0167,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.21666,38.5833,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-6.76666,39.2,Fabaceae,liana
Pseudoeriosema borianii subsp. borianii,-7.66666,31.7667,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.4,39,Fabaceae,liana
Pseudoeriosema borianii subsp. borianii,-2.86666,33.0833,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.43333,38.9833,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.13333,38.9333,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.3,38.6,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.33333,38.95,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-6.28333,38.7833,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.43333,38.0333,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-6.78333,39.2167,Fabaceae,liana
Pseudoeriosema borianii subsp. longipedunculatum,-5.11666,38.4667,Fabaceae,liana
Pseudoeriosema borianii subsp. borianii,-7.68333,31.55,Fabaceae,liana
Pseudoprosopis fischeri,-8.45305,31.1492,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.05,39.4833,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.2053,39.1558,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-9.93056,39.5128,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.1667,39.2667,Fabaceae,shrub
Pseudoprosopis euryphylla,-6.91666,39.0333,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.7167,39.2,Fabaceae,shrub
Pseudoprosopis fischeri,-5.26666,34.7805,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.1667,39.3,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.7167,39.2,Fabaceae,shrub
Pseudoprosopis fischeri,-5.71666,34.95,Fabaceae,shrub
Pseudoprosopis euryphylla,-6.9,39.0833,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10,39.7333,Fabaceae,shrub
Pseudoprosopis fischeri,-5.71666,34.95,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.35,39.3667,Fabaceae,shrub
Pseudoprosopis euryphylla,-6.9,39.0833,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.1667,39.25,Fabaceae,shrub
Pseudoprosopis fischeri,-5.71666,34.95,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.9833,39.45,Fabaceae,shrub
Pseudoprosopis euryphylla,-6.91666,39.0333,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.1667,39.5667,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.8667,39.45,Fabaceae,shrub
Pseudoprosopis euryphylla subsp. euryphylla,-10.1167,39.65,Fabaceae,shrub
Pseudoprosopis fischeri,-5.81667,34.9167,Fabaceae,shrub
Pseudovigna argentea,-8.58805,39.2594,Fabaceae,liana
Psophocarpus lancifolius,-8.88333,33.4333,Fabaceae,herb
Psophocarpus scandens,-4.86667,38.3,Fabaceae,vine
Psophocarpus obovalis,-6.61667,31.9167,Fabaceae,vine
Psophocarpus lancifolius,-9.28333,33.6167,Fabaceae,herb
Psophocarpus palustris,-9.28333,33.6167,Fabaceae,vine
Psophocarpus lancifolius,-8.66666,35.5,Fabaceae,herb
Psophocarpus scandens,-7.75,36.45,Fabaceae,vine
Psophocarpus scandens,-9.53333,34.1,Fabaceae,vine
Psophocarpus lancifolius,-8.51666,35.1667,Fabaceae,herb
Psophocarpus lancifolius,-8.5,35.25,Fabaceae,herb
Psophocarpus scandens,-8.31666,38.9667,Fabaceae,vine
Psophocarpus lancifolius,-8.51666,35.1667,Fabaceae,herb
Psophocarpus lancifolius,-8.5,35.05,Fabaceae,herb
Pterocarpus tinctorius,-9.28333,33.6167,Fabaceae,tree
Pterocarpus tinctorius,-8.83333,33,Fabaceae,tree
Pterocarpus tinctorius,-5.06667,32.5833,Fabaceae,tree
Pterocarpus angolensis,-6.96611,38.9097,Fabaceae,tree
Pterocarpus tinctorius,-4.66888,29.6297,Fabaceae,tree
Pterocarpus tinctorius,-8.32055,38.9589,Fabaceae,tree
Pterocarpus mildbraedii,-4.98972,38.7675,Fabaceae,tree
Pterocarpus tinctorius,-5.41194,30.5844,Fabaceae,tree
Pterocarpus mildbraedii,-7.8,36.9667,Fabaceae,tree
Pterocarpus angolensis,-6.93861,38.8511,Fabaceae,tree
Pterocarpus tinctorius,-8.25,35,Fabaceae,tree
Pterocarpus tinctorius,-5.44514,30.584,Fabaceae,tree
Pterocarpus tinctorius,-4.86666,29.5,Fabaceae,tree
Pterocarpus angolensis,-8.77166,36.72,Fabaceae,tree
Pterocarpus tinctorius,-5.06666,38.4619,Fabaceae,tree
Pterocarpus tinctorius,-4.64583,29.6306,Fabaceae,tree
Pterocarpus angolensis,-4.86666,29.6333,Fabaceae,tree
Pterocarpus tinctorius,-8.465,31.3533,Fabaceae,tree
Pterocarpus angolensis,-4.66888,29.6297,Fabaceae,tree
Pterocarpus angolensis,-5.50423,30.5634,Fabaceae,tree
Pterocarpus angolensis,-8.62416,36.7117,Fabaceae,tree
Pterocarpus tinctorius,-5.41916,30.5825,Fabaceae,tree
Pterocarpus angolensis,-7.86138,36.8822,Fabaceae,tree
Pterocarpus angolensis,-10.5833,38.0167,Fabaceae,tree
Pterocarpus angolensis,-8.83333,33.3333,Fabaceae,tree
Pterocarpus tinctorius,-5.17555,32.7583,Fabaceae,tree
Pterocarpus angolensis,-8.91666,34.0833,Fabaceae,tree
Pterocarpus tinctorius,-8.84138,33.2347,Fabaceae,tree
Pterocarpus angolensis,-8.83333,33.3333,Fabaceae,tree
Pterocarpus angolensis,-8.23333,35,Fabaceae,tree
Pterocarpus angolensis,-9.88583,39.3889,Fabaceae,tree
Pterocarpus angolensis,-4.95666,35.1944,Fabaceae,tree
Pterocarpus angolensis,-10.2053,39.1558,Fabaceae,tree
Pterocarpus angolensis,-4.67027,29.6417,Fabaceae,tree
Pterocarpus angolensis,-9.09555,39.1519,Fabaceae,tree
Pterocarpus tinctorius,-4.74583,29.6042,Fabaceae,tree
Pterocarpus angolensis,-4.94027,35.2217,Fabaceae,tree
Pterocarpus angolensis,-4.68,29.6519,Fabaceae,tree
Pterocarpus tinctorius,-8.61666,35.6167,Fabaceae,tree
Pterocarpus tinctorius,-4.78305,34.2778,Fabaceae,tree
Pterocarpus tinctorius,-8.23333,35,Fabaceae,tree
Pterocarpus angolensis,-4.89638,35.1856,Fabaceae,tree
Pterocarpus angolensis,-8.83333,33.2667,Fabaceae,tree
Pterocarpus angolensis,-4.86666,35.2631,Fabaceae,tree
Pterocarpus tinctorius,-8.35,38.9333,Fabaceae,tree
Pterocarpus tinctorius,-7.02638,30.9917,Fabaceae,tree
Pterocarpus angolensis,-4.66666,29.6167,Fabaceae,tree
Pterocarpus angolensis,-6.13333,38.6333,Fabaceae,tree
Pterocarpus mildbraedii,-5.08333,38.75,Fabaceae,tree
Pterocarpus tinctorius,-8.18138,31.1783,Fabaceae,tree
Pterocarpus mildbraedii,-4.93333,38.75,Fabaceae,tree
Pterocarpus angolensis,-5.33722,34.5544,Fabaceae,tree
Pterocarpus angolensis,-4.85,34.9167,Fabaceae,tree
Pterocarpus tinctorius,-6.6,30.5817,Fabaceae,tree
Pterocarpus angolensis,-8.56805,36.5203,Fabaceae,tree
Pterocarpus tinctorius,-8.295,31.1222,Fabaceae,tree
Pterocarpus tinctorius,-6.6,30.5817,Fabaceae,tree
Pterocarpus mildbraedii,-5.1,38.6833,Fabaceae,tree
Pterocarpus tinctorius,-8.29388,31.118,Fabaceae,tree
Pterocarpus tinctorius,-8.36888,31.1419,Fabaceae,tree
Pterocarpus angolensis,-8.36694,31.1411,Fabaceae,tree
Pterocarpus tinctorius,-7.91666,30.95,Fabaceae,tree
Pterocarpus angolensis,-7.89388,31.0231,Fabaceae,tree
Pterocarpus angolensis,-8.66361,36.4228,Fabaceae,tree
Pterocarpus tinctorius,-8.57027,36.4906,Fabaceae,tree
Pterocarpus rotundifolius,-7.19333,36.8142,Fabaceae,tree
Pterocarpus angolensis,-8.57222,36.5022,Fabaceae,tree
Pterocarpus angolensis,-6.50777,31.7244,Fabaceae,tree
Pterocarpus tinctorius,-6.48527,31.7031,Fabaceae,tree
Pterocarpus angolensis,-5.2625,34.5939,Fabaceae,tree
Pterocarpus angolensis,-8.68111,36.5025,Fabaceae,tree
Pterocarpus tinctorius,-6.595,30.5847,Fabaceae,tree
Pterocarpus tinctorius,-6.5925,31.7219,Fabaceae,tree
Pterocarpus angolensis,-6.06666,38.55,Fabaceae,tree
Pterocarpus rotundifolius,-9.04222,39.1389,Fabaceae,tree
Pterocarpus angolensis,-8.31583,38.9608,Fabaceae,tree
Pterocarpus tinctorius,-6.72777,31.7969,Fabaceae,tree
Pterocarpus tinctorius,-8.34583,31.2064,Fabaceae,tree
Pterocarpus angolensis,-4.66666,29.6333,Fabaceae,tree
Pterocarpus tinctorius,-8.33,31.1622,Fabaceae,tree
Pterocarpus mildbraedii,-5.16666,38.6667,Fabaceae,tree
Pterocarpus tinctorius,-8.88333,34.4167,Fabaceae,tree
Pterocarpus angolensis,-5.43333,30.5833,Fabaceae,tree
Pterocarpus mildbraedii,-5.08333,38.75,Fabaceae,tree
Pterocarpus tinctorius,-8.31583,38.9608,Fabaceae,tree
Pterocarpus angolensis,-6.69888,31.0231,Fabaceae,tree
Pterocarpus tinctorius,-8.35,38.9333,Fabaceae,tree
Pterolobium stellatum,-8.88333,33.3167,Fabaceae,shrub
Pterolobium stellatum,-3.40194,36.6303,Fabaceae,shrub
Pterolobium stellatum,-4.76806,38.3428,Fabaceae,shrub
Pterolobium stellatum,-8.78333,33.25,Fabaceae,shrub
Pterolobium stellatum,-2.92472,36.2305,Fabaceae,shrub
Pterolobium stellatum,-3.44888,36.7039,Fabaceae,shrub
Pterolobium stellatum,-8.85,33.2833,Fabaceae,shrub
Pterolobium stellatum,-2.87666,36.2611,Fabaceae,shrub
Pterolobium stellatum,-3.31777,36.6289,Fabaceae,shrub
Pterolobium stellatum,-3.43333,36.85,Fabaceae,shrub
Pterolobium stellatum,-3.21777,36.6375,Fabaceae,shrub
Pterolobium stellatum,-3.25,36.75,Fabaceae,shrub
Pterolobium stellatum,-4.34166,37.9083,Fabaceae,shrub
Pterolobium stellatum,-2.87722,36.2614,Fabaceae,shrub
Pterolobium stellatum,-9.16667,34.25,Fabaceae,shrub
Rhynchosia totta,-2.01667,35.6833,Fabaceae,herb
Rhynchosia minima var. prostrata,-10.0333,39.4667,Fabaceae,herb
Rhynchosia densiflora,-8.46667,38.55,Fabaceae,liana
Rhynchosia minima var. memnonia,-3.6,35.9333,Fabaceae,herb
Rhynchosia minima,-8.46667,38.55,Fabaceae,herb
Rhynchosia minima var. nuda,-8.5,38.5667,Fabaceae,herb
Rhynchosia viscosa var. breviracemosa,-8.46667,38.55,Fabaceae,liana
Rhynchosia goetzei,-8.23333,35,Fabaceae,liana
Rhynchosia clivorum,-9.28333,33.6167,Fabaceae,shrub
Rhynchosia luteola,-9.28333,33.6167,Fabaceae,liana
Rhynchosia hirta,-9.28333,33.6167,Fabaceae,liana
Rhynchosia hirta,-4.31889,35.7639,Fabaceae,liana
Rhynchosia orthobotrya,-7.55639,36.1642,Fabaceae,herb
Rhynchosia pseudoviscosa,-7.53194,36.1461,Fabaceae,herb
Rhynchosia densiflora subsp. chrysadenia,-3.41583,36.2158,Fabaceae,liana
Rhynchosia densiflora subsp. chrysadenia,-2.71667,36.7,Fabaceae,liana
Rhynchosia nyasica,-4.33111,35.7581,Fabaceae,herb
Rhynchosia usambarensis subsp. usambarensis,-4.35778,35.7661,Fabaceae,vine
Rhynchosia goetzei,-9.28333,33.6167,Fabaceae,liana
Rhynchosia resinosa,-9.28333,33.6167,Fabaceae,shrub
Rhynchosia minima var. prostrata,-2.68333,34.9167,Fabaceae,herb
Rhynchosia minima var. a,-2.76667,35.0833,Fabaceae,herb
Rhynchosia sublobata,-2.43333,34.8,Fabaceae,herb
Rhynchosia viscosa,-5.13333,38.8667,Fabaceae,liana
Rhynchosia hirta,-4.78333,38.2833,Fabaceae,liana
Rhynchosia densiflora,-8.46667,38.55,Fabaceae,liana
Rhynchosia sublobata,-3.06667,37.3667,Fabaceae,herb
Rhynchosia minima,-2.31667,34.85,Fabaceae,herb
Rhynchosia holstii,-6.15,38.6,Fabaceae,vine
Rhynchosia velutina,-6.7,39.2167,Fabaceae,shrub
Rhynchosia hirta,-8.6625,35.0594,Fabaceae,liana
Rhynchosia hirta,-4.15694,37.9389,Fabaceae,liana
Rhynchosia procurrens,-7.75,36.45,Fabaceae,liana
Rhynchosia ferruginea,-1.03972,31.5108,Fabaceae,vine
Rhynchosia minima var. prostrata,-4.36027,37.8989,Fabaceae,herb
Rhynchosia nyikensis,-9.33333,33.9833,Fabaceae,vine
Rhynchosia minima var. nuda,-8.9,33.2,Fabaceae,herb
Rhynchosia viscosa,-8.83333,33.3333,Fabaceae,liana
Rhynchosia nyikensis,-7.18638,36.4336,Fabaceae,vine
Rhynchosia velutina,-8.96666,39.5,Fabaceae,shrub
Rhynchosia goetzei var. goetzei,-8.83333,33.3333,Fabaceae,liana
Rhynchosia caribaea var. caribaea,-8.83972,33.2375,Fabaceae,herb
Rhynchosia hirta,-4.26361,37.9942,Fabaceae,liana
Rhynchosia micrantha,-2.55861,33.3978,Fabaceae,herb
Rhynchosia totta var. fenchelii,-7.95,31.5833,Fabaceae,herb
Rhynchosia clivorum subsp. pycnantha,-9.18333,33.3,Fabaceae,shrub
Rhynchosia hirta,-8.60888,35.6253,Fabaceae,liana
Rhynchosia hirta,-6.88167,39.1178,Fabaceae,liana
Rhynchosia resinosa,-9.03806,34.7686,Fabaceae,shrub
Rhynchosia hirta,-8.60972,35.6239,Fabaceae,liana
Rhynchosia sublobata,-6.88167,39.1178,Fabaceae,herb
Rhynchosia resinosa,-4.86416,35.3378,Fabaceae,shrub
Rhynchosia sublobata,-2.82722,36.2178,Fabaceae,herb
Rhynchosia minima var. prostrata,-2.58027,33.4617,Fabaceae,herb
Rhynchosia minima var. prostrata,-3.41055,36.2505,Fabaceae,herb
Rhynchosia viscosa,-9.98166,39.3683,Fabaceae,liana
Rhynchosia clivorum,-10.1833,35.0167,Fabaceae,shrub
Rhynchosia hirta,-8.83944,35.0133,Fabaceae,liana
Rhynchosia viscosa,-1.10555,31.5769,Fabaceae,liana
Rhynchosia pulchra,-3.83694,37.6614,Fabaceae,shrub
Rhynchosia resinosa,-4.90611,35.1914,Fabaceae,shrub
Rhynchosia hirta,-1.04972,31.5983,Fabaceae,liana
Rhynchosia goetzei var. goetzei,-7.68333,36.5167,Fabaceae,liana
Rhynchosia resinosa,-5.5176,30.5766,Fabaceae,shrub
Rhynchosia resinosa,-5.17472,32.8139,Fabaceae,shrub
Rhynchosia luteola var. luteola,-8.83333,33.25,Fabaceae,liana
Rhynchosia elegans,-7.76638,36.8983,Fabaceae,liana
Rhynchosia resinosa,-4.95527,35.203,Fabaceae,shrub
Rhynchosia insignis subsp. affinis,-6.16722,30.6675,Fabaceae,herb
Rhynchosia congensis subsp. pseudobuettneri,-5.1,38.7333,Fabaceae,herb
Rhynchosia minima var. minima,-8.83333,33.8333,Fabaceae,herb
Rhynchosia sublobata,-7.66666,39.2833,Fabaceae,herb
Rhynchosia minima var. minima,-9.26666,38.9833,Fabaceae,herb
Rhynchosia calobotrya,-10.05,39.4833,Fabaceae,vine
Rhynchosia goetzei var. goetzei,-6.90888,36.5872,Fabaceae,liana
Rhynchosia minima var. minima,-4.71805,34.6986,Fabaceae,herb
Rhynchosia nyikensis,-8.41666,35.75,Fabaceae,vine
Rhynchosia velutina,-6.76666,38.9167,Fabaceae,shrub
Rhynchosia congensis subsp. orientalis,-6.15,38.6,Fabaceae,herb
Rhynchosia orthobotrya,-7.79083,36.8414,Fabaceae,herb
Rhynchosia congensis subsp. orientalis,-5.05,38.7,Fabaceae,herb
Rhynchosia resinosa,-5.42,30.5819,Fabaceae,shrub
Rhynchosia congensis subsp. orientalis,-6.26666,39.2667,Fabaceae,herb
Rhynchosia velutina var. velutina,-5.05,39.05,Fabaceae,shrub
Rhynchosia luteola var. luteola,-9.72555,39.5342,Fabaceae,liana
Rhynchosia minima var. minima,-4.71805,34.6986,Fabaceae,herb
Rhynchosia congensis,-7.76666,36.9,Fabaceae,herb
Rhynchosia congensis subsp. orientalis,-5.05,38.6333,Fabaceae,herb
Rhynchosia sublobata,-4.84333,38.8172,Fabaceae,herb
Rhynchosia congensis subsp. orientalis,-5.13333,39.1167,Fabaceae,herb
Rhynchosia goetzei var. goetzei,-6.73777,31.3194,Fabaceae,liana
Rhynchosia hirta,-1.01555,31.6167,Fabaceae,liana
Rhynchosia hirta,-4.79916,38.7978,Fabaceae,liana
Rhynchosia minima var. minima,-4.84444,34.9736,Fabaceae,herb
Rhynchosia resinosa,-4.92361,35.1333,Fabaceae,shrub
Rhynchosia sublobata,-6.91444,36.5983,Fabaceae,herb
Rhynchosia velutina var. discolor,-7.93333,39.65,Fabaceae,shrub
Rhynchosia viscosa,-7.19306,36.8142,Fabaceae,liana
Rhynchosia congensis subsp. orientalis,-7.66667,37.9167,Fabaceae,herb
Rhynchosia luteola var. luteola,-6.96666,37.85,Fabaceae,liana
Rhynchosia velutina var. velutina,-6.73333,39.2167,Fabaceae,shrub
Rhynchosia congensis subsp. orientalis,-5.11667,39.1,Fabaceae,herb
Rhynchosia velutina var. velutina,-6.7,39.2167,Fabaceae,shrub
Rhynchosia pseudoviscosa,-4.84861,34.9361,Fabaceae,herb
Rhynchosia pseudoviscosa,-4.88611,35.0153,Fabaceae,herb
Rhynchosia holtzii,-6.91666,39.0833,Fabaceae,vine
Rhynchosia velutina,-6.7,39.2167,Fabaceae,shrub
Rhynchosia congensis subsp. orientalis,-5.43333,38.9833,Fabaceae,herb
Rhynchosia congensis subsp. orientalis,-5.08333,38.6,Fabaceae,herb
Rhynchosia resinosa,-7.74972,30.94,Fabaceae,shrub
Rhynchosia congensis,-7.76666,36.9,Fabaceae,herb
Rhynchosia sublobata,-8.95,39.3167,Fabaceae,herb
Rhynchosia velutina var. velutina,-7.83333,39.75,Fabaceae,shrub
Rhynchosia resinosa,-4.88472,35.1819,Fabaceae,shrub
Rhynchosia holtzii,-6.73638,39.0922,Fabaceae,vine
Rhynchosia elegans var. elegans,-8.78333,33.25,Fabaceae,liana
Rhynchosia totta var. totta,-8.5,35.25,Fabaceae,herb
Rhynchosia insignis,-8.45,31.4333,Fabaceae,herb
Rhynchosia resinosa,-4.85416,34.8653,Fabaceae,shrub
Rhynchosia ferruginea,-4.7625,34.6625,Fabaceae,vine
Rhynchosia hirta,-6.16666,38.55,Fabaceae,liana
Rhynchosia minima var. nuda,-3.43333,36.85,Fabaceae,herb
Rhynchosia clivorum subsp. pycnantha,-8.83333,33.3,Fabaceae,shrub
Rhynchosia usambarensis subsp. usambarensis,-3.2825,36.5372,Fabaceae,vine
Rhynchosia hirta,-6.90583,36.575,Fabaceae,liana
Rhynchosia hirta,-8.51666,35.1667,Fabaceae,liana
Rhynchosia minima var. minima,-4.88333,34.9903,Fabaceae,herb
Rhynchosia congensis subsp. pseudobuettneri,-5.16666,38.8833,Fabaceae,herb
Rhynchosia luteola var. velutina,-4.66666,29.6167,Fabaceae,liana
Rhynchosia hirta,-10.1114,39.1942,Fabaceae,liana
Rhynchosia hirta,-8.66555,36.4658,Fabaceae,liana
Rhynchosia congensis subsp. orientalis,-5.33333,38.9333,Fabaceae,herb
Rhynchosia velutina var. discolor,-5.1,39.05,Fabaceae,shrub
Rhynchosia hirta,-7.16666,37.75,Fabaceae,liana
Rhynchosia holstii,-3.76667,37.6167,Fabaceae,vine
Rhynchosia luteola var. luteola,-7.16666,37.8167,Fabaceae,liana
Rhynchosia velutina var. velutina,-6.21666,39.2,Fabaceae,shrub
Rhynchosia hirta,-5.05277,32.8347,Fabaceae,liana
Rhynchosia holtzii,-6.91666,39.0333,Fabaceae,vine
Rhynchosia congensis subsp. pseudobuettneri,-6.96666,37.85,Fabaceae,herb
Rhynchosia congensis subsp. orientalis,-5.07222,38.3922,Fabaceae,herb
Rhynchosia malacophylla,-6.96666,37.85,Fabaceae,vine
Rhynchosia holtzii,-6.91666,39.0333,Fabaceae,vine
Rhynchosia minima var. nuda,-2.73,36.6931,Fabaceae,herb
Rhynchosia congensis subsp. pseudobuettneri,-4.73333,29.6167,Fabaceae,herb
Rhynchosia minima var. nuda,-3.3,36.65,Fabaceae,herb
Rhynchosia densiflora,-8.23333,35.1167,Fabaceae,liana
Rhynchosia sublobata,-7.86666,36.3667,Fabaceae,herb
Rhynchosia orthobotrya,-4.36944,37.8611,Fabaceae,herb
Rhynchosia sublobata,-6.81666,39.2667,Fabaceae,herb
Rhynchosia resinosa,-4.76666,34.95,Fabaceae,shrub
Rhynchosia resinosa,-4.85166,34.9097,Fabaceae,shrub
Rhynchosia pulchra,-6.06666,38.55,Fabaceae,shrub
Rhynchosia resinosa,-4.85555,34.8555,Fabaceae,shrub
Rhynchosia viscosa,-10.0967,39.2175,Fabaceae,liana
Rhynchosia resinosa,-4.82222,34.9194,Fabaceae,shrub
Rhynchosia sublobata,-9.0875,39.3344,Fabaceae,herb
Rhynchosia velutina var. velutina,-5.78333,38.85,Fabaceae,shrub
Rhynchosia velutina var. discolor,-5.43333,38.9833,Fabaceae,shrub
Rhynchosia velutina,-6.31666,39.2833,Fabaceae,shrub
Rhynchosia resinosa,-4.73333,29.6167,Fabaceae,shrub
Rhynchosia minima var. prostrata,-9.26666,38.9947,Fabaceae,herb
Rhynchosia velutina var. velutina,-6.7,39.2167,Fabaceae,shrub
Rhynchosia braunii,-8.13333,39.1667,Fabaceae,vine
Rhynchosia minima var. minima,-6.81666,39.2667,Fabaceae,herb
Rhynchosia congensis subsp. pseudobuettneri,-5.1,38.6333,Fabaceae,herb
Rhynchosia velutina var. velutina,-6.25,39.2167,Fabaceae,shrub
Rhynchosia minima var. minima,-4.83055,34.9861,Fabaceae,herb
Rhynchosia goetzei var. pseudocaribaea,-8.90833,34.4022,Fabaceae,liana
Rhynchosia velutina var. velutina,-6.2,39.2167,Fabaceae,shrub
Rhynchosia congensis subsp. pseudobuettneri,-5.1,38.8167,Fabaceae,herb
Rhynchosia minima,-6.15,38.6,Fabaceae,herb
Rhynchosia sublobata,-6.15,38.6,Fabaceae,herb
Rhynchosia velutina,-6.73333,39.2167,Fabaceae,shrub
Rhynchosia congensis subsp. orientalis,-5.51666,38.9667,Fabaceae,herb
Rhynchosia velutina var. velutina,-5.13333,39.1167,Fabaceae,shrub
Rhynchosia totta var. fenchelii,-8.5,35.05,Fabaceae,herb
Rhynchosia totta var. fenchelii,-7.59,31.29,Fabaceae,herb
Rhynchosia divaricata,-8.6,31.23,Fabaceae,shrub
Rhynchosia insignis,-8.6,31.23,Fabaceae,herb
Rhynchosia goetzei,-8.45,31.48,Fabaceae,liana
Rhynchosia nyasica,-5.97,32.55,Fabaceae,herb
Rhynchosia pseudoviscosa,-5.75,34.7,Fabaceae,herb
Rhynchosia minima var. nuda,-5.83,34.95,Fabaceae,herb
Rhynchosia clivorum subsp. pycnantha,-9.88,34.65,Fabaceae,shrub
Rhynchosia sublobata,-5.05,35.8,Fabaceae,herb
Rhynchosia totta,-4.65,38.33,Fabaceae,herb
Rhynchosia totta,-8.5,35.25,Fabaceae,herb
Rhynchosia divaricata,-8.6,31.23,Fabaceae,shrub
Rhynchosia resinosa,-3.46667,30.8333,Fabaceae,shrub
Rhynchosia sublobata,-8.46667,38.55,Fabaceae,herb
Rhynchosia sublobata,-6.75,37.35,Fabaceae,herb
Rothia hirsuta,-4.95,33.02,Fabaceae,herb
Rothia hirsuta,-5.95,34.15,Fabaceae,herb
Rothia hirsuta,-10.55,35.6,Fabaceae,herb
Schefflerodendron usambarense,-5.05222,38.6444,Fabaceae,tree
Schefflerodendron usambarense,-4.93583,38.73,Fabaceae,tree
Schefflerodendron usambarense,-5.0075,38.7272,Fabaceae,tree
Schefflerodendron usambarense,-6.7,39.0833,Fabaceae,tree
Scorodophloeus fischeri,-6.9,39.0833,Fabaceae,tree
Scorodophloeus fischeri,-7,37.8,Fabaceae,tree
Scorodophloeus fischeri,-6.15,37.5833,Fabaceae,tree
Scorodophloeus fischeri,-4.85,38.7833,Fabaceae,tree
Scorodophloeus fischeri,-5.03333,38.3333,Fabaceae,tree
Scorodophloeus fischeri,-4.76667,38.6333,Fabaceae,tree
Scorodophloeus fischeri,-10.15,39.9667,Fabaceae,tree
