species,decimalLatitude,decimalLongitude,family,a_habit
Cyperus afrovaricus,-4.71667,38.3,Cyperaceae,herb
Cyperus erectus,-8.0375,36.3389,Cyperaceae,herb
Cyperus densicaespitosus,-8.56694,36.5,Cyperaceae,herb
Cyperus cartilagineus,-4.6,38.3833,Cyperaceae,herb
Cyperus laevigatus,-4.00305,36.1475,Cyperaceae,herb
Cyperus articulatus,-6.92305,31.1831,Cyperaceae,herb
Cyperus dubius,-7.02472,37.8089,Cyperaceae,herb
Cyperus niveus,-4.81722,38.7186,Cyperaceae,herb
Cyperus dives,-2.26916,34.6108,Cyperaceae,herb
Cyperus glaucophyllus,-6.00278,37.7219,Cyperaceae,herb
Cyperus latifolius,-3.6,37.6333,Cyperaceae,herb
Cyperus stramineoferrugineus,-6.8,38.45,Cyperaceae,herb
Cyperus holstii,-5.03333,39.1,Cyperaceae,herb
Cyperus halpan,-6.15,38.6,Cyperaceae,herb
Cyperus brevifolius,-2.5825,33.415,Cyperaceae,herb
Cyperus rotundus,-3.91666,35.8333,Cyperaceae,herb
Cyperus laxus subsp. buchholzii,-8.51666,35.1667,Cyperaceae,herb
Cyperus involucratus,-5.53333,38.6333,Cyperaceae,herb
Cyperus grandis,-6.78333,39.2333,Cyperaceae,herb
Cyperus margaritaceus,-4.35972,37.8556,Cyperaceae,herb
Cyperus micromariscus,-6.8,39.3,Cyperaceae,herb
Cyperus maderaspatanus,-4.96472,39.8031,Cyperaceae,herb
Cyperus prolifer,-7.66666,39.2833,Cyperaceae,herb
Cyperus distans,-8.06083,36.3369,Cyperaceae,herb
Cyperus pseudohildebrandtii,-6.78333,39.2333,Cyperaceae,herb
Cyperus squarrosus,-7.11666,35.8333,Cyperaceae,herb
Cyperus cyperoides subsp. cyperoides,-8.56805,36.5203,Cyperaceae,herb
Cyperus cristatus,-2.2825,34.4772,Cyperaceae,herb
Cyperus endlichii,-4.66667,38.05,Cyperaceae,herb
Cyperus crassipes,-6.03333,38.7833,Cyperaceae,herb
Cyperus brevifolius subsp. brevifolius,-3.31666,36.6333,Cyperaceae,herb
Cyperus imbricatus,-7,35.8333,Cyperaceae,herb
Cyperus grandis,-5.38333,39.6167,Cyperaceae,herb
Cyperus prolifer,-6.33333,38.5,Cyperaceae,herb
Cyperus exaltatus,-8.56722,36.5017,Cyperaceae,herb
Cyperus rotundus,-3.6,37.6333,Cyperaceae,herb
Cyperus involucratus,-5.53333,38.6333,Cyperaceae,herb
Cyperus alternifolius,-8.66555,36.4658,Cyperaceae,herb
Cyperus cartilagineus,-5.53333,38.6333,Cyperaceae,herb
Cyperus longiinvolucratus,-4.86667,38.3333,Cyperaceae,herb
Cyperus dichrostachyus,-8.55,35.35,Cyperaceae,herb
Cyperus aterrimus,-7.8,35.8,Cyperaceae,herb
Cyperus mollipes,-7.5,35,Cyperaceae,herb
Cyperus diurensis,-7.8,35.8,Cyperaceae,herb
Cyperus mollipes,-6.34,31.07,Cyperaceae,herb
Cyperus mollipes,-7.71,34.67,Cyperaceae,herb
Cyperus mollipes,-4.24,36.07,Cyperaceae,herb
Cyperus mollipes,-3.75,35.95,Cyperaceae,herb
Cyperus mollipes,-4.24,36.07,Cyperaceae,herb
Cyperus xantholepis,-6.8,31.35,Cyperaceae,herb
Cyperus aterrimus,-8.97,32.48,Cyperaceae,herb
Cyperus amabilis,-8.77,34.43,Cyperaceae,herb
Cyperus mollipes,-3.94,35.94,Cyperaceae,herb
Cyperus polystachyos,-7.58,36.33,Cyperaceae,herb
Cyperus cyperoides,-7.68,36.2,Cyperaceae,herb
Cyperus halpan,-8.13,35.4,Cyperaceae,herb
Cyperus latifolius,-8.55,35.35,Cyperaceae,herb
Cyperus glaucophyllus,-8.55,35.35,Cyperaceae,herb
Cyperus cyperoides,-8.55,35.35,Cyperaceae,herb
Cyperus distans,-8.55,35.35,Cyperaceae,herb
Cyperus luteus,-8.55,35.35,Cyperaceae,herb
Cyperus rotundus,-8.55,35.35,Cyperaceae,herb
Cyperus kilimandscharicus,-8.23,35.12,Cyperaceae,herb
Cyperus niveus,-8.22,35.05,Cyperaceae,herb
Cyperus cyperoides,-8.22,35.05,Cyperaceae,herb
Cyperus cyperoides,-8.22,35.05,Cyperaceae,herb
Cyperus cyperoides,-8.22,35.05,Cyperaceae,herb
Cyperus laxus subsp. sylvestris,-8.22,35.05,Cyperaceae,herb
Cyperus esculentus,-8.18,34.9,Cyperaceae,herb
Cyperus niveus,-8.57,35.18,Cyperaceae,herb
Cyperus laxus subsp. sylvestris,-8.52,35.17,Cyperaceae,herb
Cyperus denudatus,-8.52,35.17,Cyperaceae,herb
Cyperus digitatus,-8.52,35.17,Cyperaceae,herb
Cyperus halpan,-8.6,35.37,Cyperaceae,herb
Cyperus esculentus,-8.6,35.37,Cyperaceae,herb
Cyperus ferrugineoviridis,-8.6,35.37,Cyperaceae,herb
Cyperus halpan,-8.6,35.37,Cyperaceae,herb
Cyperus halpan,-8.6,35.37,Cyperaceae,herb
Cyperus squarrosus,-8.45,35.17,Cyperaceae,herb
Cyperus denudatus,-8.45,35.17,Cyperaceae,herb
Cyperus unioloides,-8.42,35.18,Cyperaceae,herb
Cyperus mundtii,-8.42,35.18,Cyperaceae,herb
Cyperus nitidus,-8.4,35.2,Cyperaceae,herb
Cyperus muricatus,-8.4,35.2,Cyperaceae,herb
Cyperus niveus,-8.4,35.2,Cyperaceae,herb
Cyperus laxus subsp. sylvestris,-8.4,35.2,Cyperaceae,herb
Cyperus difformis,-8.97,32.48,Cyperaceae,herb
Cyperus aterrimus,-8.97,32.48,Cyperaceae,herb
Cyperus laxus subsp. sylvestris,-7.85,31.53,Cyperaceae,herb
Cyperus cyperoides,-8.07,31.5,Cyperaceae,herb
Cyperus nyererei,-8.07,31.5,Cyperaceae,herb
Cyperus digitatus,-7.88,31.5,Cyperaceae,herb
Cyperus amabilis,-6.12,30.93,Cyperaceae,herb
Cyperus kilimandscharicus,-6.12,30.93,Cyperaceae,herb
Cyperus capillifolius,-5.97,30.95,Cyperaceae,herb
Cyperus halpan,-5.48,30.53,Cyperaceae,herb
Cyperus capillifolius,-5.48,30.53,Cyperaceae,herb
Cyperus tanganyicanus,-5.48,30.53,Cyperaceae,herb
Cyperus denudatus var. lucenti-nigricans,-5.48,30.53,Cyperaceae,herb
Cyperus kipasensis,-5.48,30.53,Cyperaceae,herb
Cyperus cyperoides,-5.48,30.53,Cyperaceae,herb
Cyperus compressus,-6.63,31.15,Cyperaceae,herb
Cyperus flavescens,-8.52,31.5,Cyperaceae,herb
Cyperus pseudohildebrandtii,-5.48,30.53,Cyperaceae,herb
Cyperus capillifolius,-5.48,30.53,Cyperaceae,herb
Cyperus laxus subsp. sylvestris,-5.42,30.5,Cyperaceae,herb
Cyperus cyperoides,-5.42,30.5,Cyperaceae,herb
Cyperus turrillii,-5.4,30.47,Cyperaceae,herb
Cyperus difformis,-6.63,31.15,Cyperaceae,herb
Cyperus melas,-6.3,32.2,Cyperaceae,herb
Cyperus angustifolius,-6.3,32.2,Cyperaceae,herb
Cyperus pustulatus,-5.13,32.77,Cyperaceae,herb
Cyperus foliaceus,-5.22,32.72,Cyperaceae,herb
Cyperus pulchellus,-5.22,32.72,Cyperaceae,herb
Cyperus niveus,-5.83,32.68,Cyperaceae,herb
Cyperus foliaceus,-5.88,32.63,Cyperaceae,herb
Cyperus pumilus,-5.88,32.63,Cyperaceae,herb
Cyperus aterrimus,-5.05,34.77,Cyperaceae,herb
Cyperus difformis,-5.08,34.77,Cyperaceae,herb
Cyperus flavescens,-5.08,34.77,Cyperaceae,herb
Cyperus pumilus,-5.57,34.2,Cyperaceae,herb
Cyperus difformis,-5.83,34.95,Cyperaceae,herb
Cyperus compressus,-5.9,35.23,Cyperaceae,herb
Cyperus sanguinolentus,-6.03,35.52,Cyperaceae,herb
Cyperus amabilis,-6.03,35.52,Cyperaceae,herb
Cyperus pumilus,-4.97,35.8,Cyperaceae,herb
Cyperus distans,-4.97,35.8,Cyperaceae,herb
Cyperus difformis,-5.1,32.55,Cyperaceae,herb
Cyperus mollipes,-1.5,33.8,Cyperaceae,herb
Cyperus mollipes,-7.51,36.42,Cyperaceae,herb
Cyperus mollipes,-8.63,33.23,Cyperaceae,herb
Cyperus esculentus,-8.55,35.35,Cyperaceae,herb
Cyperus tanganyicanus,-6.05,30.93,Cyperaceae,herb
Cyperus sanguinolentus,-5.05,34.77,Cyperaceae,herb
Cyperus distans,-8.52,35.17,Cyperaceae,herb
Cyperus pelophilus,-5.88,32.63,Cyperaceae,herb
Cyperus dubius,-5.78,35,Cyperaceae,herb
Cyperus mollipes,-7.5,35.44,Cyperaceae,herb
Cyperus capillifolius,-5.48,30.53,Cyperaceae,herb
Cyperus polystachyos,-5.15,33.23,Cyperaceae,herb
Cyperus melas,-5.88,32.63,Cyperaceae,herb
Cyperus articulatus,-7.58,36.33,Cyperaceae,herb
Cyperus mollipes,-6.65,31.11,Cyperaceae,herb
Cyperus tatandaensis,-8.55,31.48,Cyperaceae,herb
Cyperus mollipes,-4.17,38.17,Cyperaceae,herb
Cyperus capillifolius,-7.83,31.4,Cyperaceae,herb
Cyperus halpan,-8.13,35.4,Cyperaceae,herb
Cyperus sanguinolentus,-4.97,35.8,Cyperaceae,herb
Cyperus flavescens,-5.25,32.72,Cyperaceae,herb
Cyperus pumilus,-4.93,35.85,Cyperaceae,herb
Cyperus mollipes,-5.8,32.44,Cyperaceae,herb
Cyperus reduncus,-5.1,32.53,Cyperaceae,herb
Cyperus articulatus,-5.1,32.5,Cyperaceae,herb
Cyperus xantholepis,-4.95,33.03,Cyperaceae,herb
Cyperus muricatus,-5.1,32.55,Cyperaceae,herb
Cyperus xantholepis,-5.07,31.82,Cyperaceae,herb
Cyperus rotundus,-8.6,35.37,Cyperaceae,herb
Cyperus dives,-5.73,34.6,Cyperaceae,herb
Cyperus simpsonii,-7,33.5,Cyperaceae,herb
Cyperus diurensis,-8.23,34.97,Cyperaceae,herb
Cyperus pustulatus,-5.97,30.95,Cyperaceae,herb
Cyperus laevigatus,-5.05,34.77,Cyperaceae,herb
Cyperus dubius,-5.15,33.25,Cyperaceae,herb
Cyperus halpan,-5.65,32.73,Cyperaceae,herb
Cyperus macrostachyos,-8.87,34.53,Cyperaceae,herb
Cyperus pelophilus,-6.65,32.27,Cyperaceae,herb
Cyperus unioloides,-7.83,31.4,Cyperaceae,herb
Cyperus niveus,-4.92,33.07,Cyperaceae,herb
Cyperus mollipes,-1.43,32.92,Cyperaceae,herb
Cyperus kipasensis,-5.4,30.47,Cyperaceae,herb
Cyperus mollipes,-3.6,35.6,Cyperaceae,herb
Cyperus pulchellus,-5.57,34.2,Cyperaceae,herb
Cyperus tanganyicanus,-8.4,35.2,Cyperaceae,herb
Cyperus mollipes,-5.58,37.93,Cyperaceae,herb
Cyperus mollipes,-3.05,36.05,Cyperaceae,herb
Cyperus mollipes,-2.4,34.7,Cyperaceae,herb
Cyperus pumilus,-5.1,32.6,Cyperaceae,herb
Cyperus mollipes,-7.31,35.43,Cyperaceae,herb
Cyperus mollipes,-7.31,35.43,Cyperaceae,herb
Cyperus tanganyicanus,-5.15,33.25,Cyperaceae,herb
Cyperus tenax var. pseudocastaneus,-5,30,Cyperaceae,herb
Cyperus denudatus var. lucenti-nigricans,-5.02,32,Cyperaceae,herb
Cyperus sanguinolentus,-5.08,34.77,Cyperaceae,herb
Cyperus flavescens,-4.97,35.8,Cyperaceae,herb
Cyperus amabilis,-5.08,34.77,Cyperaceae,herb
Cyperus iria,-5.97,32.55,Cyperaceae,herb
Cyperus procerus,-7.88,31.5,Cyperaceae,herb
Cyperus halpan,-5.48,30.53,Cyperaceae,herb
Cyperus amabilis,-5.05,32.88,Cyperaceae,herb
Cyperus laxus subsp. sylvestris,-5.95,34.15,Cyperaceae,herb
Cyperus graciliculmis,-6.38,36.93,Cyperaceae,herb
Cyperus laevigatus,-3.61667,37.7333,Cyperaceae,herb
Cyperus tenuispica,-5.68333,29.9167,Cyperaceae,herb
Cyperus comosipes,-5.48333,30.5333,Cyperaceae,herb
Cyperus longus,-8.5,38.55,Cyperaceae,herb
Cyperus niveus var. flavissimus,-8.35,32.9167,Cyperaceae,herb
Cyperus rigidifolius,-8.83333,33.3667,Cyperaceae,herb
Cyperus pumilus,-8.46667,38.5,Cyperaceae,herb
Cyperus diurensis,-4.66667,32.7,Cyperaceae,herb
Cyperus leptophyllus var. deliciosus,-8.53333,31.4833,Cyperaceae,herb
Cyperus tenuiculmis,-6.58333,32.1333,Cyperaceae,herb
Cyperus tenax,-8.58333,38.45,Cyperaceae,herb
Cyperus margaritaceus,-7.76667,35.7,Cyperaceae,herb
Cyperus difformis,-6,30,Cyperaceae,herb
Cyperus bulbipes,-8.46667,38.5,Cyperaceae,herb
Cyperus alopecuroides,-7.45,36.5667,Cyperaceae,herb
Cyperus iria,-6.11667,35.8667,Cyperaceae,herb
Cyperus imbricatus,-8.5,38.5667,Cyperaceae,herb
Cyperus polystachyos subsp. polystachyos,-5.1,39.0833,Cyperaceae,herb
Cyperus distans,-8.61667,38.3667,Cyperaceae,herb
Cyperus difformis,-8.38333,38.55,Cyperaceae,herb
Cyperus distans,-8.5,38.5,Cyperaceae,herb
Cyperus zollingeri,-8.45,38.55,Cyperaceae,herb
Cyperus zollingeri,-8.66667,38.4167,Cyperaceae,herb
Cyperus usitatus var. usitatus,-8.43333,38.55,Cyperaceae,herb
Cyperus tenuifolia,-8.28333,37.0833,Cyperaceae,herb
Cyperus intermedius,-8.28333,37.0833,Cyperaceae,herb
Cyperus dubius,-8.6,38.1667,Cyperaceae,herb
Cyperus dubius,-8.38333,38.5167,Cyperaceae,herb
Cyperus circumclusus,-8.46667,38.55,Cyperaceae,herb
Cyperus circumclusus,-8.6,38.1667,Cyperaceae,herb
Cyperus obsoletenervosus,-8.66667,38.3667,Cyperaceae,herb
Cyperus obsoletenervosus,-8.66667,38.3667,Cyperaceae,herb
Cyperus involucratus,-3.75,37.4167,Cyperaceae,herb
Cyperus laevigatus subsp. distachyos,-3.75,37.4167,Cyperaceae,herb
Cyperus laevigatus subsp. distachyos,-3.75,37.4167,Cyperaceae,herb
Cyperus involucratus,-3.75,37.4167,Cyperaceae,herb
Cyperus laevigatus,-8.95,38.55,Cyperaceae,herb
Cyperus flavescens,-6.8,37.6167,Cyperaceae,herb
Cyperus alopecuroides,-3.75,37.4167,Cyperaceae,herb
Cyperus densicaespitosus,-9.5,36.8333,Cyperaceae,herb
Cyperus involucratus,-3.75,37.4167,Cyperaceae,herb
Cyperus involucratus,-3.75,37.4167,Cyperaceae,herb
Cyperus laevigatus subsp. distachyos,-3.75,37.4167,Cyperaceae,herb
Cyperus digitatus,-3.75,37.4167,Cyperaceae,herb
Cyperus digitatus,-3.75,37.4167,Cyperaceae,herb
Cyperus articulatus,-3.75,37.4167,Cyperaceae,herb
Cyperus michelianus subsp. pygmaeus,-8.5,38.5667,Cyperaceae,herb
Cyperus crassipes,-5.41667,38.9833,Cyperaceae,herb
Cyperus rotundus,-6.78333,39.2167,Cyperaceae,herb
Cyperus polystachyos subsp. polystachyos,-6.7,39.225,Cyperaceae,herb
Cyperus polystachyos subsp. polystachyos,-6.7,39.225,Cyperaceae,herb
Cyperus polystachyos,-8.28333,38.4333,Cyperaceae,herb
Cyperus pelophilus,-8.48333,38.55,Cyperaceae,herb
Cyperus difformis,-6.76667,39.2,Cyperaceae,herb
Cyperus dubius,-6.9,39.0833,Cyperaceae,herb
Cyperus distans,-5.08333,38.6667,Cyperaceae,herb
Cyperus zollingeri,-10.1167,39.2167,Cyperaceae,herb
Cyperus zollingeri,-10.1667,39.3,Cyperaceae,herb
Cyperus exaltatus,-8.46667,38.55,Cyperaceae,herb
Cyperus halpan,-8.28333,38.4333,Cyperaceae,herb
Cyperus dilatatus,-8.26667,35.7167,Cyperaceae,herb
Cyperus niveus var. leucocephalus,-8.46667,38.55,Cyperaceae,herb
Cyperus reduncus,-5.06667,32.5667,Cyperaceae,herb
Cyperus pulchellus,-8.46667,38.55,Cyperaceae,herb
Cyperus pulchellus,-8.58333,38.45,Cyperaceae,herb
Cyperus pluribracteatus,-8.35,32.9167,Cyperaceae,herb
Cyperus tenuispica,-8.63333,38.4833,Cyperaceae,herb
Cyperus tenuispica,-8.63333,38.4833,Cyperaceae,herb
Cyperus tenax,-8.03333,31.65,Cyperaceae,herb
Cyperus laevigatus,-8.93333,33.2,Cyperaceae,herb
Cyperus hemisphaericus,-6.63333,39.2,Cyperaceae,herb
Cyperus holstii,-9.11666,38.2,Cyperaceae,herb
Cyperus longus,-8.46667,38.55,Cyperaceae,herb
Cyperus dubius,-8.46667,38.55,Cyperaceae,herb
Cyperus pseudovestitus,-8.66667,38.3667,Cyperaceae,herb
Cyperus pluribracteatus,-8.6,38.1667,Cyperaceae,herb
Cyperus difformis,-6.7,39.225,Cyperaceae,herb
Cyperus margaritaceus,-7,33.5,Cyperaceae,herb
Cyperus erinaceus,-8.48694,31.5011,Cyperaceae,herb
Eleocharis acutangula,-5.5825,34.065,Cyperaceae,herb
Eleocharis acutangula,-5.58167,34.065,Cyperaceae,herb
Eleocharis marginulata,-9.28333,33.6167,Cyperaceae,herb
Eleocharis retroflexa,-1.32666,31.7903,Cyperaceae,herb
Eleocharis intricata,-9.28333,33.6167,Cyperaceae,herb
Eleocharis geniculata,-7,35.8333,Cyperaceae,herb
Eleocharis geniculata,-5.53,38.93,Cyperaceae,herb
Eleocharis decoriglumis,-8.28,37.08,Cyperaceae,herb
Eleocharis dulcis,-8.52,35.17,Cyperaceae,herb
Eleocharis acutangula,-5.3,33.43,Cyperaceae,herb
Eleocharis acutangula,-5.88,34.28,Cyperaceae,herb
Eleocharis acutangula,-5.48,30.53,Cyperaceae,herb
Eleocharis atropurpurea,-5.97,32.55,Cyperaceae,herb
Eleocharis complanata,-8.2,37.0833,Cyperaceae,herb
Eleocharis complanata,-8.63333,38.4833,Cyperaceae,herb
Ficinia gracilis,-9.08167,33.8583,Cyperaceae,herb
Ficinia filiformis,-8.5725,35.3144,Cyperaceae,herb
Ficinia filiformis,-9.03333,33.95,Cyperaceae,herb
Ficinia filiformis,-8.98,33.98,Cyperaceae,herb
Fimbristylis aphylla,-7.01667,38.8833,Cyperaceae,herb
Fimbristylis bivalvis,-6.9,39.1167,Cyperaceae,herb
Fimbristylis dichotoma,-9.28333,33.6167,Cyperaceae,herb
Fimbristylis aphylla,-6.8,31.35,Cyperaceae,herb
Fimbristylis complanata subsp. complanata,-4.91667,29.6167,Cyperaceae,herb
Fimbristylis polytrichoides,-5.05,38.9667,Cyperaceae,herb
Fimbristylis polytrichoides,-5.05,38.9667,Cyperaceae,herb
Fimbristylis polytrichoides,-4.78333,39.1833,Cyperaceae,herb
Fimbristylis polytrichoides,-6.65,38.5667,Cyperaceae,herb
Fimbristylis dichotoma,-8.55027,36.4111,Cyperaceae,herb
Fimbristylis ferruginea subsp. ferruginea,-8.75,35.1939,Cyperaceae,herb
Fimbristylis complanata,-8.51667,35.1667,Cyperaceae,herb
Fimbristylis dichotoma,-8.83333,33.3333,Cyperaceae,herb
Fimbristylis dichotoma,-4.32027,37.8878,Cyperaceae,herb
Fimbristylis complanata,-8.83333,33.3333,Cyperaceae,herb
Fimbristylis dichotoma,-9.82583,35.35,Cyperaceae,herb
Fimbristylis complanata,-8.83333,33.3333,Cyperaceae,herb
Fimbristylis dichotoma,-10,34.5667,Cyperaceae,herb
Fimbristylis dichotoma,-1.32666,31.7903,Cyperaceae,herb
Fimbristylis ovata,-5.43138,30.5836,Cyperaceae,herb
Fimbristylis dichotoma,-9.99222,39.3875,Cyperaceae,herb
Fimbristylis complanata,-8.83333,33.2667,Cyperaceae,herb
Fimbristylis complanata,-9.4,34.75,Cyperaceae,herb
Fimbristylis dichotoma,-1.02555,31.4205,Cyperaceae,herb
Fimbristylis dichotoma,-1.02555,31.4205,Cyperaceae,herb
Fimbristylis dichotoma,-8.55111,36.5031,Cyperaceae,herb
Fimbristylis dichotoma,-7.7,36.9167,Cyperaceae,herb
Fimbristylis dichotoma,-9.56666,34.1167,Cyperaceae,herb
Fimbristylis dichotoma,-9.04389,34.7564,Cyperaceae,herb
Fimbristylis dichotoma,-6.89888,31.1864,Cyperaceae,herb
Fimbristylis quinquangularis,-8.56027,36.4936,Cyperaceae,herb
Fimbristylis ferruginea subsp. sieberiana,-2.5825,33.415,Cyperaceae,herb
Fimbristylis dichotoma,-2.5825,33.415,Cyperaceae,herb
Fimbristylis dichotoma,-7.8525,36.8778,Cyperaceae,herb
Fimbristylis bivalvis,-6.15,38.6,Cyperaceae,herb
Fimbristylis dichotoma,-8.6,35.37,Cyperaceae,herb
Fimbristylis dichotoma,-8.6,35.37,Cyperaceae,herb
Fimbristylis madagascariensis,-8.08,31.48,Cyperaceae,herb
Fimbristylis pilosa,-5.97,30.95,Cyperaceae,herb
Fimbristylis pilosa,-5.1,32.55,Cyperaceae,herb
Fimbristylis quinquangularis,-6.63,31.15,Cyperaceae,herb
Fimbristylis schoenoides,-5.22,32.72,Cyperaceae,herb
Fimbristylis pilosa,-5.25,32.72,Cyperaceae,herb
Fimbristylis ferruginea subsp. sieberiana,-5.05,34.77,Cyperaceae,herb
Fimbristylis quinquangularis,-4.97,35.8,Cyperaceae,herb
Fimbristylis pilosa,-6.63,31.15,Cyperaceae,herb
Fimbristylis pilosa,-5.1,32.55,Cyperaceae,herb
Fimbristylis dichotoma,-8.52,31.5,Cyperaceae,herb
Fimbristylis pilosa,-5.1,32.55,Cyperaceae,herb
Fimbristylis sieberiana,-8.48333,38.5667,Cyperaceae,herb
Fimbristylis dichotoma,-4.66667,32.7,Cyperaceae,herb
Fimbristylis ovata,-8.28333,37.0833,Cyperaceae,herb
Fimbristylis dichotoma,-5.68333,29.9167,Cyperaceae,herb
Fimbristylis dichotoma,-6.73333,32.0667,Cyperaceae,herb
Fimbristylis dichotoma,-6.7,39.225,Cyperaceae,herb
Fimbristylis cymosa,-6.7,39.225,Cyperaceae,herb
Fimbristylis dichotoma,-8.63333,38.4833,Cyperaceae,herb
Fimbristylis dichotoma,-8.58333,37.5833,Cyperaceae,herb
Fimbristylis madagascariensis,-8.65,38.4667,Cyperaceae,herb
Fimbristylis pilosa,-5.61667,34.0583,Cyperaceae,herb
Fimbristylis polytrichoides,-6.7,39.225,Cyperaceae,herb
Fimbristylis pilosa,-10.6333,39.0333,Cyperaceae,herb
Fuirena umbellata,-5.58333,34.065,Cyperaceae,herb
Fuirena umbellata,-9.28333,33.6167,Cyperaceae,herb
Fuirena pachyrrhiza,-9.28333,33.6167,Cyperaceae,herb
Fuirena stricta subsp. chlorocarpa,-9.28333,33.6167,Cyperaceae,herb
Fuirena ciliaris,-4.87,35.18,Cyperaceae,herb
Fuirena pubescens var. pubescens,-8.83333,33.3333,Cyperaceae,herb
Fuirena pubescens,-7.14111,36.6289,Cyperaceae,herb
Fuirena claviseta,-10.2167,39.55,Cyperaceae,herb
Fuirena stricta subsp. stricta,-8.51667,35.1667,Cyperaceae,herb
Fuirena abnormalis,-4.87,35.18,Cyperaceae,herb
Fuirena pubescens var. pubescens,-8.51666,35.1667,Cyperaceae,herb
Fuirena claviseta,-6.88333,39.1333,Cyperaceae,herb
Fuirena umbellata,-8.86167,35.0197,Cyperaceae,herb
Fuirena pubescens var. major,-4.82888,35.2564,Cyperaceae,herb
Fuirena ciliaris,-4.86861,35.3128,Cyperaceae,herb
Fuirena welwitschii,-8.3,31.3167,Cyperaceae,herb
Fuirena pubescens,-4.95166,35.1858,Cyperaceae,herb
Fuirena pubescens var. pubescens,-9.4,34.75,Cyperaceae,herb
Fuirena abnormalis,-4.95166,35.1858,Cyperaceae,herb
Fuirena pubescens var. major,-4.95166,35.1858,Cyperaceae,herb
Fuirena welwitschii,-8.56666,31.4833,Cyperaceae,herb
Fuirena ochreata,-5.18333,38.6333,Cyperaceae,herb
Fuirena stricta subsp. chlorocarpa,-7.1,36.65,Cyperaceae,herb
Fuirena welwitschii,-8.3,31.2667,Cyperaceae,herb
Fuirena umbellata,-9.99222,39.3875,Cyperaceae,herb
Fuirena umbellata,-9.93194,39.4217,Cyperaceae,herb
Fuirena claviseta,-6.83333,38.8667,Cyperaceae,herb
Fuirena stricta,-9.58333,34.6167,Cyperaceae,herb
Fuirena pubescens,-6.15,38.6,Cyperaceae,herb
Fuirena pubescens,-6.15,38.6,Cyperaceae,herb
Fuirena claviseta,-6.9,39.1,Cyperaceae,herb
Fuirena ciliaris,-6.15,38.6,Cyperaceae,herb
Fuirena claviseta,-5.96667,39.3,Cyperaceae,herb
Fuirena ciliaris,-5.1,39.08,Cyperaceae,herb
Fuirena pubescens,-6.15,38.6,Cyperaceae,herb
Fuirena umbellata,-7.66666,39.2833,Cyperaceae,herb
Fuirena ochreata,-7.66666,39.2833,Cyperaceae,herb
Fuirena pachyrrhiza,-7.66666,39.2833,Cyperaceae,herb
Fuirena leptostachya,-6.76666,39.2333,Cyperaceae,herb
Fuirena leptostachya,-6.76667,39.2333,Cyperaceae,herb
Fuirena ciliaris,-6.96666,39.0833,Cyperaceae,herb
Fuirena ciliaris,-7.35,39.25,Cyperaceae,herb
Fuirena leptostachya,-6.78333,39.1833,Cyperaceae,herb
Fuirena claviseta,-6.88333,39.2333,Cyperaceae,herb
Fuirena umbellata,-6.89888,31.1864,Cyperaceae,herb
Fuirena pachyrrhiza,-4.87055,35.1797,Cyperaceae,herb
Fuirena leptostachya,-8.63333,38.4833,Cyperaceae,herb
Fuirena claviseta,-6.8,39.2167,Cyperaceae,herb
Fuirena ochreata,-4.87055,35.1797,Cyperaceae,herb
Fuirena pubescens var. major,-6.33333,38.5,Cyperaceae,herb
Fuirena umbellata,-6.89722,38.8128,Cyperaceae,herb
Fuirena claviseta,-6.85,39.2833,Cyperaceae,herb
Fuirena ciliaris,-6.68333,39.05,Cyperaceae,herb
Fuirena claviseta,-7.83333,39.75,Cyperaceae,herb
Fuirena leptostachya,-6.78333,39.1833,Cyperaceae,herb
Fuirena claviseta,-6.95,39.25,Cyperaceae,herb
Fuirena umbellata,-5.04222,38.4453,Cyperaceae,herb
Fuirena pubescens var. pubescens,-8.51667,35.1667,Cyperaceae,herb
Fuirena ciliaris,-6.85,39.2333,Cyperaceae,herb
Fuirena claviseta,-7.26666,38.7833,Cyperaceae,herb
Fuirena leptostachya,-2.5825,33.415,Cyperaceae,herb
Fuirena umbellata,-9.11694,39.1786,Cyperaceae,herb
Fuirena umbellata,-9.03333,39.1,Cyperaceae,herb
Fuirena claviseta,-10.2833,39.4,Cyperaceae,herb
Fuirena pubescens,-6.15,38.6,Cyperaceae,herb
Fuirena ciliaris,-6.85,39.2333,Cyperaceae,herb
Fuirena claviseta,-5.96667,39.3,Cyperaceae,herb
Fuirena claviseta,-6.83333,39.2667,Cyperaceae,herb
Fuirena ciliaris,-8.31666,38.9667,Cyperaceae,herb
Fuirena ochreata,-6.28333,38.5667,Cyperaceae,herb
Fuirena leptostachya,-4.97,35.8,Cyperaceae,herb
Fuirena pubescens var. buchananii,-8.13,35.4,Cyperaceae,herb
Fuirena ciliaris,-8.4,35.2,Cyperaceae,herb
Fuirena leptostachya,-7.82,31.38,Cyperaceae,herb
Fuirena pubescens var. major,-7.82,31.38,Cyperaceae,herb
Fuirena stricta subsp. chlorocarpa,-8.52,31.5,Cyperaceae,herb
Fuirena sagittata,-4.95,33.03,Cyperaceae,herb
Fuirena bidgoodiae,-5.87,35.1,Cyperaceae,herb
Fuirena angolensis,-4.97,35.8,Cyperaceae,herb
Fuirena sagittata,-5.57,34.2,Cyperaceae,herb
Fuirena pubescens var. major,-5.1,32.6,Cyperaceae,herb
